,index,id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,wooddecksf,mosold,yrsold,salecondition,saleprice,porchpres,poolpres,garagepres,fireplacepres,masvnrpres,bsmtpres,shedpres,exterior,age_sold,2ndfloorpres,bighouse
1207,1213,1214,80,RL,71.0,10246,1,Lvl,CulDSac,flat,Sawyer,Norm,1Fam,SLvl,4,9,3861225,2001,Gable,None,0.0,3,CBlock,9,3,GLQ,648,0,25,960,1,0,0,0,1,3,Typ,0,0,Attchd,Unf,364,TA,88,5,2006,Normal,145000,0,0,1,0,0,1,0,Vinyl,41.0,0,0.0
1208,1214,1215,85,RL,69.0,10205,1,Lvl,Inside,flat,NAmes,Norm,1Fam,SFoyer,5,5,3849444,1962,Gable,None,0.0,3,CBlock,9,3,BLQ,784,141,9,999,1,1,0,3,1,3,Typ,0,0,Attchd,Unf,300,TA,150,5,2006,Normal,134500,1,0,1,0,0,1,0,Metal,44.0,0,0.0
1209,1215,1216,20,RL,99.0,7094,1,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,5,5,3865156,1966,Gable,None,0.0,3,CBlock,9,1,Rec,180,340,9,894,0,1,0,3,1,3,Typ,0,0,Detchd,RFn,384,TA,0,5,2007,Normal,125000,0,0,1,0,0,1,0,Vinyl,41.0,0,0.0
1210,1216,1217,90,RM,68.0,8930,0,Lvl,Inside,flat,Sawyer,RRAe,Duplex,1.5Fin,6,5,3912484,1978,Gable,None,0.0,3,Slab,0,0,None,0,0,9,1902,0,2,0,4,2,3,Typ,0,0,Attchd,Unf,539,TA,0,4,2010,Normal,112000,0,0,1,0,0,0,0,Vinyl,32.0,1,0.0
1211,1217,1218,20,FV,72.0,8640,0,Lvl,Inside,flat,Somerst,Norm,1Fam,1Story,8,5,4036081,2009,Gable,Stone,72.0,4,PConc,16,2,GLQ,936,364,25,1314,1,2,0,3,1,4,Typ,0,0,Attchd,RFn,552,TA,135,9,2009,Partial,229456,1,0,1,0,1,1,0,Aggregate,0.0,0,0.0
1212,1218,1219,50,RM,52.0,6240,0,Lvl,Inside,flat,BrkSide,Norm,1Fam,1.5Fin,4,5,3790809,1950,Gable,None,0.0,3,Slab,0,0,None,0,0,16,912,0,1,0,2,1,3,Typ,0,0,None,None,0,None,0,7,2006,Normal,80500,0,0,0,0,0,0,0,Aesbestos,59.0,1,0.0
1213,1219,1220,160,RM,21.0,1680,0,Lvl,Inside,flat,BrDale,Norm,Twnhs,2Story,6,5,3884841,1971,Gable,BrkFace,236.0,3,CBlock,9,1,Unf,0,672,9,1218,0,1,1,3,1,3,Typ,0,0,None,None,0,None,201,4,2006,Abnorml,91500,0,0,0,0,1,1,0,Aggregate,35.0,1,0.0
1214,1220,1221,20,RL,66.0,7800,1,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,5,3857296,1964,Gable,None,0.0,3,CBlock,9,1,Rec,312,0,9,912,0,1,0,2,1,3,Typ,0,0,Attchd,Unf,288,TA,0,11,2006,Abnorml,115000,0,0,1,0,0,1,0,Wood,42.0,0,0.0
1215,1221,1222,20,RL,55.0,8250,0,Lvl,Inside,flat,Sawyer,Feedr,1Fam,1Story,5,5,3873024,1968,Hip,None,0.0,3,CBlock,9,1,BLQ,250,210,25,1211,0,1,0,3,1,3,Typ,1,3,Attchd,Unf,322,TA,0,8,2008,Normal,134000,1,0,1,1,0,1,0,Wood,40.0,0,0.0
1216,1222,1223,50,RL,78.0,10496,0,Lvl,Inside,flat,NAmes,Artery,1Fam,1.5Fin,6,6,3798601,1950,Gable,BrkFace,320.0,3,CBlock,9,2,Rec,196,844,25,1846,0,2,0,3,1,3,Typ,1,4,Attchd,Unf,315,TA,0,1,2007,Normal,143000,0,0,1,1,1,1,0,Wood,58.0,1,0.0
1217,1223,1224,20,RL,89.0,10680,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,3,3806401,1951,Hip,BrkFace,44.0,3,CBlock,9,1,LwQ,756,1380,9,2136,0,2,0,4,1,3,Mod,0,0,Detchd,Unf,528,TA,0,10,2006,Normal,137900,1,0,1,0,1,1,0,Wood,55.0,0,0.0
1218,1224,1225,60,RL,60.0,15384,1,Lvl,Inside,flat,Gilbert,RRAn,1Fam,2Story,7,5,4016016,2005,Gable,None,0.0,4,PConc,16,3,GLQ,724,64,25,1490,1,2,1,3,1,4,Typ,1,4,Attchd,Fin,388,TA,100,2,2008,Normal,184000,1,0,1,1,0,1,0,Vinyl,4.0,1,0.0
1219,1225,1226,80,RL,65.0,10482,0,Lvl,Inside,flat,NAmes,Norm,1Fam,SLvl,6,8,3833764,1958,Hip,BrkFace,63.0,3,CBlock,9,3,GLQ,507,81,25,1138,0,1,0,3,1,3,Typ,0,0,Attchd,RFn,264,TA,224,6,2007,Normal,145000,0,0,1,0,1,1,0,Vinyl,49.0,0,0.0
1220,1226,1227,60,RL,86.0,14598,1,Lvl,CulDSac,flat,Somerst,Feedr,1Fam,2Story,6,5,4028049,2007,Gable,Stone,74.0,4,PConc,16,2,Unf,0,894,25,1933,0,2,1,4,1,4,Typ,1,4,BuiltIn,Fin,668,TA,100,1,2008,Normal,214000,1,0,1,1,1,1,0,Vinyl,1.0,1,0.0
1221,1227,1228,20,RL,72.0,8872,0,Lvl,Corner,flat,NAmes,Norm,1Fam,1Story,5,8,3861225,2008,Gable,BrkFace,300.0,3,CBlock,9,1,ALQ,595,317,25,912,1,1,0,2,1,4,Typ,0,0,Detchd,Unf,576,TA,0,12,2008,Normal,147000,1,0,1,0,1,1,0,Vinyl,43.0,0,0.0
1222,1228,1229,120,RL,65.0,8769,0,Lvl,Corner,flat,NridgHt,Norm,TwnhsE,1Story,9,5,4032064,2008,Hip,BrkFace,766.0,5,PConc,25,1,GLQ,1540,162,25,1702,1,1,1,1,1,5,Typ,1,4,Attchd,Fin,1052,TA,0,10,2008,Partial,367294,1,0,1,1,1,1,0,Metal,0.0,0,0.0
1223,1229,1230,80,RL,70.0,7910,0,Lvl,Inside,flat,NAmes,Norm,1Fam,SLvl,5,5,3841600,1960,Hip,None,0.0,3,CBlock,9,1,ALQ,666,409,16,1507,0,2,0,4,1,3,Maj1,0,0,Basment,Unf,404,TA,0,8,2008,Normal,127000,0,0,1,0,0,1,0,Brick,48.0,0,0.0
1224,1230,1231,90,RL,71.0,18890,1,Lvl,Inside,flat,Sawyer,Feedr,Duplex,1.5Fin,5,5,3908529,1977,Shed,None,1.0,3,CBlock,16,1,GLQ,498,652,25,2620,0,2,2,4,2,3,Typ,1,3,BuiltIn,RFn,600,TA,155,8,2007,Normal,190000,1,0,1,1,1,1,0,Wood,30.0,1,0.0
1225,1231,1232,90,RL,70.0,7728,0,Lvl,Inside,flat,NAmes,Norm,Duplex,SLvl,5,6,3849444,1962,Hip,BrkFace,120.0,3,CBlock,9,3,ALQ,803,303,9,1190,1,1,0,3,1,3,Typ,0,0,Attchd,Unf,540,TA,0,5,2006,Normal,132500,1,0,1,0,1,1,0,Wood,44.0,0,0.0
1226,1232,1233,90,RL,70.0,9842,0,Lvl,FR2,flat,NAmes,Norm,Duplex,1Story,4,5,3849444,1962,Gable,None,0.0,3,Slab,0,0,None,0,0,9,1224,0,2,0,2,2,3,Typ,0,0,CarPort,Unf,462,TA,0,3,2007,Normal,101800,0,0,1,0,0,0,0,Wood,45.0,0,0.0
1227,1233,1234,20,RL,73.0,12160,1,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,5,3837681,1959,Hip,BrkFace,180.0,3,CBlock,9,1,Rec,1000,188,4,1188,1,1,0,3,1,3,Typ,0,0,Attchd,RFn,531,TA,0,5,2010,Abnorml,142000,0,0,1,0,1,1,0,Wood,51.0,0,0.0
1228,1234,1235,70,RH,55.0,8525,0,Bnk,Inside,flat,SWISU,Norm,1Fam,2Story,5,6,3651921,1950,Gable,None,0.0,3,PConc,9,3,Unf,0,940,9,1964,0,1,1,4,1,3,Typ,0,0,None,None,0,None,0,11,2008,Abnorml,130000,1,0,0,0,0,1,0,Metal,97.0,1,0.0
1229,1235,1236,70,RL,96.0,13132,0,Lvl,Inside,flat,Crawfor,Norm,1Fam,2Story,5,5,3663396,1950,Gable,None,0.0,3,BrkTil,16,2,Unf,0,747,16,1784,0,1,1,4,1,3,Typ,0,0,Detchd,Unf,180,Fa,203,7,2006,Normal,138887,1,0,1,0,0,1,0,Wood,92.0,1,0.0
1230,1236,1237,160,RL,36.0,2628,0,Lvl,Inside,flat,NridgHt,Norm,Twnhs,2Story,7,5,4012009,2003,Gable,Stone,106.0,4,PConc,16,1,Unf,0,764,25,1626,0,2,1,2,1,4,Typ,0,0,BuiltIn,RFn,474,TA,0,6,2010,Normal,175500,1,0,1,0,1,1,0,Vinyl,7.0,1,0.0
1231,1237,1238,60,RL,41.0,12393,2,Lvl,FR2,flat,CollgCr,Norm,1Fam,2Story,7,5,4016016,2005,Gable,None,0.0,4,PConc,16,1,Unf,0,847,25,1948,0,2,1,4,1,4,Typ,1,4,BuiltIn,Fin,434,TA,100,9,2006,Normal,195000,1,0,1,1,0,1,0,Vinyl,2.0,1,0.0
1232,1238,1239,20,RL,63.0,13072,0,Lvl,Inside,flat,SawyerW,RRAe,1Fam,1Story,6,5,4020025,2005,Gable,None,0.0,4,PConc,16,1,Unf,0,1141,25,1141,0,1,1,3,1,3,Typ,0,0,Detchd,Unf,484,TA,0,3,2006,Abnorml,142500,0,0,1,0,0,1,0,Vinyl,1.0,0,0.0
1233,1239,1240,20,RL,64.0,9037,1,HLS,Inside,flat,Timber,Norm,1Fam,1Story,8,5,4024036,2006,Hip,BrkFace,32.0,4,PConc,16,3,GLQ,428,1048,25,1484,0,2,0,2,1,5,Typ,1,4,Attchd,RFn,472,TA,120,12,2007,Normal,265900,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
1234,1240,1241,60,RL,65.0,8158,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,7,5,4012009,2003,Gable,BrkFace,252.0,4,PConc,16,1,GLQ,550,334,25,1768,1,2,1,3,1,4,Typ,0,0,Attchd,RFn,543,TA,0,7,2008,Normal,224900,1,0,1,0,1,1,0,Vinyl,5.0,1,0.0
1235,1241,1242,20,RL,83.0,9849,0,Lvl,Inside,flat,Somerst,Norm,1Fam,1Story,7,6,4028049,2007,Hip,Stone,0.0,4,PConc,16,3,Unf,0,1689,25,1689,0,2,0,3,1,4,Typ,0,0,Attchd,RFn,954,TA,0,6,2007,Partial,248328,1,0,1,0,0,1,0,Vinyl,0.0,0,0.0
1236,1242,1243,85,RL,85.0,10625,0,Lvl,Inside,flat,NWAmes,Norm,1Fam,SFoyer,7,6,3896676,1974,Gable,BrkFace,81.0,3,CBlock,16,4,GLQ,885,0,9,1173,1,2,0,3,1,4,Typ,2,3,Attchd,RFn,528,TA,0,1,2010,Family,170000,1,0,1,1,1,1,0,Wood,36.0,0,0.0
1237,1243,1244,20,RL,107.0,13891,0,Lvl,Inside,flat,NridgHt,Norm,1Fam,1Story,10,5,4024036,2006,Gable,None,0.0,5,PConc,25,4,GLQ,1386,690,25,2076,1,2,1,2,1,5,Typ,1,4,Attchd,Fin,850,TA,216,9,2006,Partial,465000,1,0,1,1,0,1,0,Vinyl,0.0,0,0.0
1238,1244,1245,70,RL,74.0,11435,1,HLS,Corner,sloped,Crawfor,Norm,1Fam,2Story,8,7,3721041,1950,Gable,None,0.0,3,PConc,16,1,Unf,0,792,4,1517,0,1,0,3,1,4,Typ,2,4,Detchd,Unf,400,TA,0,6,2006,Normal,230000,0,0,1,1,0,1,0,Brick,77.0,1,0.0
1239,1245,1246,80,RL,78.0,12090,0,Lvl,Inside,flat,NWAmes,Norm,1Fam,SLvl,6,7,3936256,2003,Hip,BrkFace,74.0,3,CBlock,16,1,Unf,0,585,25,1868,0,3,1,3,1,3,Typ,1,3,BuiltIn,Fin,477,TA,268,1,2007,Abnorml,178000,1,0,1,1,1,1,0,Vinyl,23.0,1,0.0
1240,1246,1247,60,FV,65.0,8125,0,Lvl,Inside,flat,Somerst,Norm,1Fam,2Story,7,5,4020025,2006,Gable,None,0.0,4,PConc,16,1,Unf,0,756,25,1553,0,2,1,3,1,4,Typ,0,0,Attchd,RFn,615,TA,0,3,2006,Partial,186500,1,0,1,0,0,1,0,Vinyl,1.0,1,0.0
1241,1247,1248,80,RL,73.0,12328,1,Lvl,Inside,flat,Mitchel,Norm,1Fam,SLvl,6,5,3904576,1976,Gable,BrkFace,335.0,3,CBlock,9,3,GLQ,539,473,9,1034,1,1,0,3,1,3,Typ,0,0,Attchd,Unf,888,TA,0,5,2010,Normal,169900,0,0,1,0,1,1,0,Wood,34.0,0,0.0
1242,1248,1249,75,RM,60.0,9600,0,Lvl,Inside,flat,OldTown,Norm,1Fam,2.5Unf,6,5,3674889,1950,Gable,None,0.0,3,BrkTil,16,1,Rec,319,416,4,2058,0,1,1,3,1,3,Typ,1,4,Detchd,Unf,396,Fa,0,4,2008,Normal,129500,1,0,1,1,0,1,0,Aesbestos,91.0,1,0.0
1243,1249,1250,20,RL,60.0,7200,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,7,3802500,1950,Gable,None,0.0,3,CBlock,9,1,BLQ,534,246,9,988,0,1,0,3,1,3,Typ,0,0,Attchd,Unf,276,TA,0,5,2007,Normal,119000,1,0,1,0,0,1,0,Metal,57.0,0,0.0
1244,1250,1251,20,RL,93.0,11160,0,Lvl,Corner,flat,NAmes,Norm,1Fam,1Story,7,5,3873024,1968,Hip,None,0.0,4,CBlock,9,1,ALQ,1065,1045,25,2110,1,2,1,3,1,5,Typ,2,3,Attchd,Fin,522,TA,0,4,2010,Normal,244000,0,0,1,1,0,1,0,Brick,42.0,0,0.0
1245,1251,1252,120,RL,88.5,3136,1,Lvl,Corner,flat,NridgHt,Norm,TwnhsE,1Story,7,5,4012009,2003,Gable,Stone,163.0,4,PConc,16,1,Unf,0,1405,25,1405,0,2,0,2,1,4,Typ,1,4,Attchd,RFn,478,TA,148,3,2006,Normal,171750,1,0,1,1,1,1,0,Vinyl,3.0,0,0.0
1246,1252,1253,20,RL,62.0,9858,0,Lvl,Inside,flat,Mitchel,Norm,1Fam,1Story,5,6,3873024,1968,Gable,None,0.0,3,CBlock,9,1,BLQ,510,354,9,874,1,1,0,3,1,3,Typ,0,0,Attchd,RFn,288,TA,33,11,2009,Normal,130000,0,0,1,0,0,1,1,Wood,41.0,0,0.0
1247,1253,1254,60,RL,68.0,17542,1,Lvl,Inside,flat,Veenker,Norm,1Fam,2Story,7,7,3896676,2003,Gable,None,0.0,4,CBlock,9,4,LwQ,125,36,9,2167,1,2,1,3,1,4,Typ,2,4,Attchd,RFn,518,TA,220,7,2007,Normal,294000,1,0,1,1,0,1,0,Wood,33.0,1,0.0
1248,1254,1255,60,RL,60.0,6931,0,Lvl,Inside,flat,Edwards,Norm,1Fam,2Story,7,5,4012009,2004,Gable,Stone,92.0,4,PConc,16,1,Unf,0,746,25,1656,0,2,1,3,1,4,Typ,1,4,BuiltIn,Fin,397,TA,178,7,2008,Normal,165400,1,0,1,1,1,1,0,Vinyl,5.0,1,0.0
1249,1255,1256,50,RM,52.0,6240,0,Lvl,Inside,flat,BrkSide,Norm,1Fam,1.5Fin,6,6,3728761,1950,Gable,None,0.0,3,BrkTil,9,1,LwQ,425,459,9,1367,0,1,0,3,1,3,Typ,1,4,Detchd,Unf,560,TA,0,11,2007,Normal,127500,1,0,1,1,0,1,0,Wood,76.0,1,0.0
1250,1256,1257,20,RL,91.0,14303,1,Lvl,Corner,flat,NoRidge,Norm,1Fam,1Story,8,5,3976036,1994,Hip,BrkFace,554.0,4,PConc,16,4,GLQ,1314,672,25,1987,1,2,0,2,1,4,Typ,1,3,Attchd,Fin,691,TA,262,8,2008,Normal,301500,1,0,1,1,1,1,0,Wood,14.0,0,0.0
1251,1257,1258,30,RL,56.0,4060,0,Lvl,Corner,flat,Edwards,Feedr,1Fam,1Story,5,8,3694084,1950,Gable,None,0.0,3,PConc,4,1,Unf,0,864,25,864,0,1,0,2,1,3,Typ,0,0,None,None,0,None,0,7,2009,Normal,99900,1,0,0,0,0,1,0,Wood,87.0,0,0.0
1252,1258,1259,80,RL,59.0,9587,1,Lvl,Inside,flat,Gilbert,Norm,1Fam,SLvl,7,5,4020025,2005,Gable,Stone,182.0,4,PConc,16,4,GLQ,655,201,25,1166,1,2,0,2,1,4,Typ,0,0,Attchd,Fin,400,TA,212,7,2008,Normal,190000,0,0,1,0,1,1,0,Vinyl,3.0,0,0.0
1253,1259,1260,20,RL,65.0,9750,0,Lvl,FR2,flat,NAmes,Norm,1Fam,1Story,6,8,3876961,1969,Gable,None,0.0,3,CBlock,16,1,ALQ,602,14,16,1054,1,1,1,3,1,3,Typ,0,0,Attchd,Unf,460,TA,180,7,2008,Normal,151000,1,0,1,0,0,1,0,Wood,39.0,0,0.0
1254,1260,1261,60,RL,65.0,24682,3,Lvl,CulDSac,flat,Gilbert,RRAn,1Fam,2Story,6,5,3996001,1999,Gable,None,0.0,3,PConc,16,1,Unf,0,841,25,1675,0,2,1,3,1,3,Typ,1,3,BuiltIn,Fin,502,TA,0,6,2009,Normal,181000,1,0,1,1,0,1,0,Vinyl,10.0,1,0.0
1255,1261,1262,20,RL,80.0,9600,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,6,3825936,1956,Hip,None,0.0,3,CBlock,9,1,Rec,504,546,16,1050,0,1,0,2,1,3,Typ,0,0,Attchd,Unf,338,TA,0,6,2009,Normal,128900,0,0,1,0,0,1,0,Metal,53.0,0,0.0
1256,1262,1263,50,RL,80.0,11250,0,Lvl,Inside,flat,ClearCr,Norm,1Fam,1.5Fin,4,5,3829849,1989,Gable,None,0.0,3,CBlock,9,3,Unf,0,1104,25,1788,1,1,0,5,1,3,Min2,2,3,Attchd,Unf,304,TA,120,11,2009,Normal,161500,0,0,1,1,0,1,0,Wood,52.0,1,0.0
1257,1263,1264,70,RL,60.0,13515,0,Lvl,Inside,flat,BrkSide,Norm,1Fam,2Story,6,6,3682561,1950,Gambrel,None,0.0,3,PConc,9,1,Unf,0,764,25,1824,0,1,0,3,1,3,Typ,1,4,Detchd,Unf,520,TA,0,7,2007,Normal,180500,1,0,1,1,0,1,0,Wood,88.0,1,0.0
1258,1264,1265,120,RH,34.0,4060,0,Lvl,Inside,flat,NAmes,Norm,TwnhsE,1Story,6,5,3992004,1999,Gable,None,0.0,4,PConc,16,1,GLQ,266,1139,25,1337,1,2,0,2,1,4,Typ,0,0,Attchd,Fin,511,TA,144,8,2008,Abnorml,181000,1,0,1,0,0,1,0,Metal,10.0,0,0.0
1259,1265,1266,160,FV,35.0,3735,0,Lvl,FR3,flat,Somerst,Norm,TwnhsE,2Story,7,5,3996001,1999,Hip,BrkFace,218.0,4,PConc,16,1,GLQ,450,241,25,1452,1,2,1,3,1,4,Typ,0,0,Detchd,Unf,506,TA,0,3,2006,Normal,183900,1,0,1,0,1,1,0,Metal,7.0,1,0.0
1260,1266,1267,190,RM,60.0,10120,1,Bnk,Inside,flat,OldTown,Feedr,2fmCon,2.5Unf,7,4,3648100,1950,Hip,None,0.0,2,CBlock,9,1,Unf,0,925,9,1889,0,1,1,4,2,3,Typ,1,4,Detchd,Unf,308,TA,0,1,2007,Normal,122000,1,0,1,1,0,1,0,Wood,97.0,1,0.0
1261,1267,1268,20,RL,89.0,13214,1,HLS,Inside,flat,Timber,Norm,1Fam,1Story,9,5,4032064,2009,Hip,None,0.0,5,PConc,25,4,Unf,0,2002,25,2018,0,2,0,3,1,5,Typ,1,4,Attchd,Fin,746,TA,144,5,2010,Normal,378500,1,0,1,1,0,1,0,Aggregate,2.0,0,0.0
1262,1268,1269,50,RL,74.0,14100,1,Lvl,Inside,sloped,Crawfor,Norm,1Fam,1.5Fin,8,9,3744225,1997,Gable,BrkFace,632.0,3,CBlock,9,2,Rec,192,536,25,3447,0,3,1,4,1,4,Typ,2,4,BuiltIn,Unf,1014,TA,314,5,2008,Normal,381000,1,0,1,1,1,1,0,Aggregate,73.0,1,0.0
1263,1269,1270,50,RL,78.0,11344,0,Lvl,Inside,flat,NAmes,Feedr,1Fam,1.5Fin,5,5,3833764,1958,Gable,BrkFace,180.0,3,CBlock,9,1,BLQ,460,414,9,1524,0,1,1,3,1,3,Typ,0,0,Attchd,Unf,315,TA,0,7,2007,Normal,144000,0,0,1,0,1,1,0,Metal,49.0,1,0.0
1264,1270,1271,40,RL,80.0,23595,0,Low,Inside,sloped,ClearCr,Norm,1Fam,1Story,7,6,3916441,1979,Shed,None,0.0,4,PConc,16,4,GLQ,1258,74,9,1524,2,0,1,0,1,4,Typ,1,3,Attchd,Fin,586,TA,268,4,2010,Normal,260000,0,0,1,1,0,1,0,Wood,31.0,1,0.0
1265,1271,1272,20,RL,80.0,9156,1,Lvl,Inside,flat,NWAmes,PosN,1Fam,1Story,6,7,3873024,1968,Hip,None,0.0,3,CBlock,9,1,Unf,0,1489,16,1489,0,2,0,3,1,4,Typ,1,4,Attchd,RFn,462,TA,0,8,2009,Normal,185750,0,0,1,1,0,1,0,Brick,41.0,0,0.0
1266,1272,1273,20,RL,71.0,13526,1,Lvl,CulDSac,flat,Sawyer,Norm,1Fam,1Story,5,6,3861225,1965,Hip,BrkFace,114.0,3,CBlock,9,1,BLQ,560,0,9,935,1,1,0,3,1,3,Typ,0,0,Attchd,Unf,288,TA,180,11,2006,Normal,137000,0,0,1,0,1,1,0,Wood,41.0,0,0.0
1267,1273,1274,80,RL,124.0,11512,1,Lvl,Corner,flat,Edwards,Norm,1Fam,SLvl,6,7,3837681,2006,Gable,BrkFace,84.0,3,CBlock,9,3,ALQ,719,300,16,1357,1,1,0,2,1,5,Typ,1,4,Basment,RFn,312,TA,0,5,2008,Normal,177000,1,0,1,1,1,1,0,Wood,49.0,0,0.0
1268,1274,1275,50,RL,53.0,5362,0,Lvl,Corner,flat,Crawfor,Norm,1Fam,1.5Fin,5,6,3648100,2003,Gable,None,0.0,3,PConc,9,1,Unf,0,661,25,1250,0,2,0,3,1,3,Typ,1,4,Detchd,Unf,552,TA,242,11,2007,Normal,139000,1,0,1,1,0,1,0,Wood,97.0,1,0.0
1269,1275,1276,90,RL,95.0,11345,0,Lvl,Corner,flat,NAmes,Feedr,Duplex,2Story,5,5,3794704,1950,Gable,Stone,567.0,3,CBlock,9,1,Rec,220,708,16,1920,0,2,0,4,2,3,Typ,0,0,Detchd,Unf,400,Fa,0,7,2007,Normal,137000,0,0,1,0,1,1,0,Aesbestos,59.0,1,0.0
1270,1276,1277,60,RL,80.0,12936,1,Lvl,CulDSac,flat,NWAmes,Norm,1Fam,2Story,6,6,3888784,1972,Gable,None,0.0,3,CBlock,9,1,BLQ,593,130,9,1395,0,1,1,3,1,3,Typ,1,3,Attchd,Unf,497,TA,294,12,2009,Normal,162000,1,0,1,1,0,1,0,Wood,37.0,1,0.0
1271,1277,1278,80,RL,80.0,17871,1,Lvl,CulDSac,flat,NWAmes,Norm,1Fam,SLvl,6,5,3869089,1976,Gable,BrkFace,359.0,3,CBlock,16,3,ALQ,528,1152,4,1724,1,1,1,3,1,3,Typ,1,4,Attchd,RFn,480,TA,0,6,2009,Normal,197900,0,0,1,1,1,1,0,Wood,42.0,0,0.0
1272,1278,1279,60,RL,75.0,9473,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,8,5,4008004,2002,Gable,None,0.0,4,PConc,16,1,GLQ,804,324,25,2031,1,2,1,3,1,4,Typ,1,4,Attchd,RFn,577,TA,0,3,2008,Normal,237000,1,0,1,1,0,1,0,Vinyl,6.0,1,0.0
1273,1279,1280,50,C (all),60.0,7500,0,Lvl,Inside,flat,IDOTRR,Norm,1Fam,1.5Fin,4,4,3686400,1950,Gable,None,0.0,3,CBlock,9,1,Unf,0,698,9,1128,0,1,0,2,1,3,Typ,0,0,Detchd,RFn,528,TA,30,4,2010,Abnorml,68400,1,0,1,0,0,1,0,Metal,90.0,1,0.0
1274,1280,1281,20,RL,67.0,9808,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,7,5,4008004,2002,Gable,BrkFace,110.0,4,PConc,16,1,GLQ,788,785,25,1573,1,2,0,3,1,4,Typ,0,0,Attchd,RFn,544,TA,0,3,2009,Normal,227000,1,0,1,0,1,1,0,Vinyl,7.0,0,0.0
1275,1281,1282,20,RL,50.0,8049,1,Lvl,CulDSac,flat,Timber,Norm,1Fam,1Story,7,5,3960100,1990,Hip,BrkFace,54.0,3,CBlock,16,1,ALQ,1053,256,9,1339,1,2,0,2,1,3,Typ,1,3,Attchd,Fin,484,Gd,0,7,2006,Normal,180000,1,0,1,1,1,1,0,Wood,16.0,0,0.0
1276,1282,1283,20,RL,61.0,8800,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,5,7,3908529,2008,Gable,None,0.0,3,CBlock,16,2,LwQ,532,364,9,1040,0,2,0,3,1,4,Typ,0,0,Detchd,Unf,484,TA,0,9,2009,Normal,150500,1,0,1,0,0,1,0,Wood,32.0,0,0.0
1277,1283,1284,90,RL,94.0,9400,0,Low,Corner,flat,Mitchel,Norm,Duplex,2Story,6,5,3884841,1971,Mansard,None,0.0,3,CBlock,9,3,Unf,0,912,9,1824,0,2,2,4,2,3,Typ,0,0,None,None,0,None,128,4,2010,Normal,139000,0,0,0,0,0,1,0,Metal,39.0,1,0.0
1278,1284,1285,50,RL,50.0,9638,0,Lvl,Inside,flat,SWISU,Feedr,1Fam,1.5Fin,6,7,3682561,1990,Gable,None,0.0,3,PConc,9,1,Unf,0,804,25,2447,0,2,0,4,1,4,Min2,1,4,Detchd,Unf,336,TA,272,3,2010,Normal,169000,1,0,1,1,0,1,0,Wood,91.0,1,0.0
1279,1285,1286,50,RM,50.0,6000,0,Lvl,Inside,flat,BrkSide,Norm,1Fam,1.5Fin,6,6,3759721,1950,Gable,None,0.0,3,CBlock,9,1,Unf,0,780,25,1412,0,1,0,4,1,3,Typ,1,4,Detchd,Unf,280,TA,45,5,2009,Normal,132500,0,0,1,1,0,1,0,Metal,70.0,1,0.0
1280,1286,1287,20,RL,80.0,9790,0,Lvl,Inside,flat,NWAmes,Feedr,1Fam,1Story,6,5,3853369,1963,Hip,BrkFace,451.0,3,CBlock,9,1,ALQ,569,678,9,1328,1,1,1,3,1,3,Typ,2,4,Attchd,Unf,528,TA,0,6,2010,Normal,143000,1,0,1,1,1,1,0,Wood,47.0,0,0.0
1281,1287,1288,20,RL,80.0,36500,1,Low,Inside,sloped,ClearCr,Norm,1Fam,1Story,5,5,3857296,1964,Gable,BrkCmn,621.0,3,CBlock,9,3,Rec,812,812,4,1582,0,2,0,4,1,3,Typ,0,0,Attchd,Unf,390,TA,168,6,2006,Normal,190000,1,0,1,0,1,1,0,Wood,42.0,0,0.0
1282,1288,1289,120,RL,40.0,5664,1,Lvl,Inside,flat,StoneBr,Norm,TwnhsE,1Story,8,5,4000000,2000,Gable,None,0.0,4,PConc,16,1,GLQ,1158,343,25,1659,1,2,0,2,1,5,Typ,1,5,Attchd,Fin,499,TA,212,10,2009,Normal,278000,1,0,1,1,0,1,0,Aggregate,9.0,0,0.0
